step,jfi,algorithm
341,0.9984789880908808,Q-learning
346,0.9992857352423709,Q-learning
351,0.9993699972176519,Q-learning
356,0.9992941909260459,Q-learning
361,0.9997698337339842,Q-learning
366,0.999371816549026,Q-learning
371,0.9998105011997906,Q-learning
376,0.9997104411642364,Q-learning
381,0.9956281816001686,Q-learning
386,0.9972682921828061,Q-learning
391,0.9984247800746806,Q-learning
396,0.9998510196713909,Q-learning
402,0.9999985187057362,Q-learning
407,0.9999187635686868,Q-learning
412,0.9995455028803012,Q-learning
417,0.9974935930107439,Q-learning
422,0.9986115712423351,Q-learning
427,0.9999727653487935,Q-learning
432,0.9999772254594493,Q-learning
437,0.9988238175678613,Q-learning
442,0.9999918667909473,Q-learning
447,0.9998554013817824,Q-learning
452,0.9982764166936569,Q-learning
457,0.9991248938116574,Q-learning
462,0.9995439272022868,Q-learning
467,0.9998875158895866,Q-learning
472,0.9984066500138361,Q-learning
477,0.9976958861214975,Q-learning
482,0.9910397970626686,Q-learning
487,0.9935282956572092,Q-learning
492,0.9954980380814081,Q-learning
497,0.9970855845831185,Q-learning
502,0.9962613262384007,Q-learning
507,0.9953841583778404,Q-learning
512,0.9911817923408801,Q-learning
517,0.9901904604489578,Q-learning
522,0.9892410943180733,Q-learning
527,0.9919838888319509,Q-learning
532,0.9821756963215328,Q-learning
537,0.9813838212970784,Q-learning
542,0.9748308504634998,Q-learning
547,0.9799782568494095,Q-learning
552,0.9790897657459474,Q-learning
557,0.9882498722359048,Q-learning
562,0.9913436353546297,Q-learning
567,0.9938261326058146,Q-learning
572,0.9943037286808759,Q-learning
577,0.9961449458882349,Q-learning
582,0.9991499971225951,Q-learning
587,0.9999941729025327,Q-learning
592,0.9989885930795271,Q-learning
597,0.9995784059457272,Q-learning
603,0.9991470285348645,Q-learning
608,0.9996802531579213,Q-learning
613,0.99786412536449,Q-learning
618,0.9970645202074104,Q-learning
623,0.9982142168440497,Q-learning
628,0.999044356728412,Q-learning
633,0.999999627611211,Q-learning
638,0.9998866680549513,Q-learning
643,0.9999999965977889,Q-learning
648,0.9998999257420754,Q-learning
653,0.9999999777322011,Q-learning
658,0.9999039034625332,Q-learning
663,0.999590373054453,Q-learning
668,0.9953292498252715,Q-learning
673,0.9997477300318375,Q-learning
678,0.9999657662237499,Q-learning
683,0.9980975150448268,Q-learning
688,0.9973900979383579,Q-learning
693,0.9996347844177349,Q-learning
698,0.9999369623949924,Q-learning
703,0.9982696122759012,Q-learning
708,0.9991272664211764,Q-learning
713,0.9985779792788122,Q-learning
718,0.9993322725667357,Q-learning
723,0.9970636207376475,Q-learning
728,0.9962647094447286,Q-learning
733,0.9954436244382426,Q-learning
738,0.9945598149834972,Q-learning
743,0.9983341961900117,Q-learning
748,0.9976370390952461,Q-learning
753,0.9997241746451463,Q-learning
758,0.9999666821186602,Q-learning
763,0.9997716993601472,Q-learning
768,0.9994054947725409,Q-learning
773,0.9988852733096388,Q-learning
778,0.998290117613809,Q-learning
783,0.9975682977222406,Q-learning
788,0.998623239952503,Q-learning
793,0.9979502851416783,Q-learning
798,0.9988804069146011,Q-learning
804,0.9982680510042038,Q-learning
809,0.9975631336839478,Q-learning
814,0.9986481932585832,Q-learning
819,0.9958411722518951,Q-learning
824,0.9917363684548097,Q-learning
829,0.9941065018562335,Q-learning
834,0.99812061611218,Q-learning
839,0.9998646872733639,Q-learning
844,0.9995479025600482,Q-learning
849,0.9999078813194581,Q-learning
854,0.9999204466608489,Q-learning
859,0.9999966778884809,Q-learning
864,0.9998600235079427,Q-learning
869,0.9996676307520855,Q-learning
874,0.99994461772593,Q-learning
879,0.9986238539601917,Q-learning
884,0.9993549456554905,Q-learning
889,0.9997961421709225,Q-learning
894,0.9999877465116654,Q-learning
899,0.9993201917158855,Q-learning
904,0.9999749896037003,Q-learning
909,0.9993934318494141,Q-learning
914,0.9993308557955474,Q-learning
919,0.9988546370457783,Q-learning
924,0.9999949921357875,Q-learning
929,0.9998658503419412,Q-learning
934,0.9983414742111383,Q-learning
939,0.9991538900159018,Q-learning
944,0.9985650316292446,Q-learning
949,0.9978626696383691,Q-learning
954,0.9987933712472965,Q-learning
959,0.9994614411422453,Q-learning
964,0.9998454353276401,Q-learning
969,0.9995395811095376,Q-learning
974,0.9975349353978367,Q-learning
979,0.9996843507524659,Q-learning
984,0.9992965618994961,Q-learning
989,0.9970149995355223,Q-learning
994,0.9981720143719519,Q-learning
1000,0.9990480085907959,Q-learning
